whaleIDSp,whaleIDNumber,TL,LogTL,VGBm,LogVGBm,MW,LogMW,MR,LogMR,Species,Input,,MW,MR,VGB,Species
bp,666,20.25,1.306425028,11.65,1.066325925,64259.2368,4.807935563,1.36105,0.13387408,Fin Whale,2,,,,,
bp,667,20.2,1.305351369,11.65,1.066325925,63872.61992,4.80531473,1.36157,0.134039974,Fin Whale,2,,,,,
bp,668,21.6,1.334453751,11.6,1.064457989,74815.97958,4.873994367,1.34029,0.127198777,Fin Whale,2,,,,,
bp,669,21.6,1.334453751,11.6,1.064457989,74815.97958,4.873994367,1.34029,0.127198777,Fin Whale,2,,,,,
bp,670,21.5,1.33243846,11.6,1.064457989,73984.55655,4.869141075,1.34145,0.12757449,Fin Whale,2,,,,,
bp,671,21.15,1.325310372,11.6,1.064457989,71111.1325,4.851937595,1.34545,0.128867563,Fin Whale,2,,,,,
bp,672,21.1,1.324282455,11.6,1.064457989,70705.28545,4.84945188,1.34602,0.129051513,Fin Whale,2,,,,,
bp,673,21,1.322219295,11.6,1.064457989,69897.07294,4.844458989,1.34713,0.129409508,Fin Whale,2,,,,,
bp,674,20.85,1.319106059,11.6,1.064457989,68693.4581,4.83691538,1.3488,0.129947557,Fin Whale,2,,,,,
bp,675,20.75,1.317018101,11.6,1.064457989,67896.85084,4.831849632,1.34989,0.13029838,Fin Whale,2,,,,,
bp,676,20.65,1.314920056,11.6,1.064457989,67104.88569,4.826754141,1.35098,0.13064892,Fin Whale,2,,,,,
bp,677,20.65,1.314920056,11.6,1.064457989,67104.88569,4.826754141,1.35098,0.13064892,Fin Whale,2,,,,,
bp,678,20.6,1.31386722,11.6,1.064457989,66710.6439,4.824195133,1.35151,0.130819263,Fin Whale,2,,,,,
bp,679,20.4,1.309630167,11.6,1.064457989,65145.282,4.813882968,1.35364,0.131503179,Fin Whale,2,,,,,
bp,680,20.4,1.309630167,11.6,1.064457989,65145.282,4.813882968,1.35364,0.131503179,Fin Whale,2,,,,,
bp,681,20.4,1.309630167,11.6,1.064457989,65145.282,4.813882968,1.35364,0.131503179,Fin Whale,2,,,,,
bp,682,20.3,1.307496038,11.6,1.064457989,64369.5642,4.808680569,1.35469,0.131839925,Fin Whale,2,,,,,
bp,683,20.3,1.307496038,11.6,1.064457989,64369.5642,4.808680569,1.35469,0.131839925,Fin Whale,2,,,,,
bp,684,20.47,1.311117843,11.57,1.063333359,65521.15587,4.81638155,1.3494,0.130140706,Fin Whale,2,,,,,
bp,685,20.3,1.307496038,11.55,1.062581984,64092.10918,4.806804564,1.34885,0.129963656,Fin Whale,2,,,,,
bp,686,20.7,1.315970345,11.55,1.062581984,67209.33849,4.827429621,1.34461,0.128596337,Fin Whale,2,,,,,
bp,687,20.6,1.31386722,11.55,1.062581984,66423.09802,4.822319128,1.34569,0.128945025,Fin Whale,2,,,,,
bp,688,20.2,1.305351369,11.55,1.062581984,63324.35709,4.801570789,1.34988,0.130295163,Fin Whale,2,,,,,
bp,689,20.15,1.30427505,11.55,1.062581984,62942.21433,4.798942017,1.35039,0.130459213,Fin Whale,2,,,,,
bp,690,20.05,1.302114377,11.55,1.062581984,62181.39538,4.793660464,1.3514,0.130783915,Fin Whale,2,,,,,
bp,691,21.6,1.334453751,11.5,1.06069784,74171.01424,4.870234218,1.32873,0.123436741,Fin Whale,2,,,,,
bp,692,21.2,1.326335861,11.5,1.06069784,70901.60438,4.850656063,1.33329,0.124924622,Fin Whale,2,,,,,
bp,693,21,1.322219295,11.5,1.06069784,69294.51196,4.84069884,1.33552,0.125650396,Fin Whale,2,,,,,
bp,694,21,1.322219295,11.5,1.06069784,69294.51196,4.84069884,1.33552,0.125650396,Fin Whale,2,,,,,
bp,695,20.8,1.318063335,11.5,1.06069784,67705.82788,4.830626053,1.33771,0.126361974,Fin Whale,2,,,,,
bp,696,20.3,1.307496038,11.5,1.06069784,63814.65416,4.80492042,1.34301,0.128079246,Fin Whale,2,,,,,
bp,697,20.1,1.303196057,11.5,1.06069784,62290.39927,4.794421115,1.34505,0.128738429,Fin Whale,2,,,,,
bp,698,19.7,1.294466226,11.5,1.06069784,59297.1145,4.77303356,1.34898,0.130005511,Fin Whale,2,,,,,
bp,699,19.5,1.290034611,11.5,1.06069784,57828.08462,4.762138808,1.35086,0.130610342,Fin Whale,2,,,,,
bp,700,20.85,1.319106059,11.45,1.058805487,67805.18063,4.831262877,1.33135,0.124292243,Fin Whale,2,,,,,
bp,701,20.55,1.312811826,11.45,1.058805487,65460.00794,4.815976054,1.33457,0.125341358,Fin Whale,2,,,,,
bp,702,20.45,1.310693312,11.45,1.058805487,64687.44787,4.810820017,1.33562,0.125682914,Fin Whale,2,,,,,
bp,703,20.35,1.308564414,11.45,1.058805487,63919.46987,4.805633164,1.33666,0.126020952,Fin Whale,2,,,,,
bp,704,21,1.322219295,11.4,1.056904851,68691.95099,4.836905851,1.32391,0.121858463,Fin Whale,2,,,,,
bp,705,20.9,1.320146286,11.4,1.056904851,67902.23524,4.831884071,1.325,0.122215878,Fin Whale,2,,,,,
bp,706,20.6,1.31386722,11.4,1.056904851,65560.46038,4.816641995,1.32821,0.123266746,Fin Whale,2,,,,,
bp,707,20.6,1.31386722,11.4,1.056904851,65560.46038,4.816641995,1.32821,0.123266746,Fin Whale,2,,,,,
bp,708,20.4,1.309630167,11.4,1.056904851,64022.08748,4.80632983,1.3303,0.123949591,Fin Whale,2,,,,,
bp,709,20.3,1.307496038,11.4,1.056904851,63259.74413,4.801127431,1.33133,0.124285718,Fin Whale,2,,,,,
bp,710,20.15,1.30427505,11.4,1.056904851,62124.78297,4.793264885,1.33285,0.124781276,Fin Whale,2,,,,,
bp,711,19.95,1.2999429,11.4,1.056904851,60627.46867,4.782669436,1.33484,0.125429212,Fin Whale,2,,,,,
bp,712,19.9,1.298853076,11.4,1.056904851,60255.99138,4.780000236,1.33533,0.125588606,Fin Whale,2,,,,,
bp,713,20.34,1.308350949,11.39,1.056523724,63508.37601,4.802831007,1.32975,0.123769999,Fin Whale,2,,,,,
bp,714,20.96,1.321391278,11.38,1.056142262,68255.56019,4.834138035,1.32202,0.121238025,Fin Whale,2,,,,,
bp,715,20.1,1.303196057,11.38,1.056142262,61640.41249,4.789865536,1.33101,0.124181318,Fin Whale,2,,,,,
bp,716,20.8,1.318063335,11.35,1.054995862,66822.70839,4.824924074,1.32026,0.120659466,Fin Whale,2,,,,,
bp,717,20.7,1.315970345,11.35,1.054995862,66045.54042,4.819843498,1.32133,0.121011295,Fin Whale,2,,,,,
bp,718,20.45,1.310693312,11.35,1.054995862,64122.49199,4.807010392,1.32395,0.121871584,Fin Whale,2,,,,,
bp,719,20.45,1.310693312,11.35,1.054995862,64122.49199,4.807010392,1.32395,0.121871584,Fin Whale,2,,,,,
bp,720,19.25,1.284430734,11.35,1.054995862,55287.01856,4.742623171,1.33548,0.125637388,Fin Whale,2,,,,,
bp,721,20.7,1.315970345,11.3,1.053078443,65754.5909,4.81792608,1.31551,0.119094154,Fin Whale,2,,,,,
bp,722,20.6,1.31386722,11.3,1.053078443,64985.36862,4.812815587,1.31656,0.119440656,Fin Whale,2,,,,,
bp,723,20.4,1.309630167,11.3,1.053078443,63460.49022,4.802503423,1.31863,0.120122952,Fin Whale,2,,,,,
bp,724,20.3,1.307496038,11.3,1.053078443,62704.83409,4.797301023,1.31965,0.120458762,Fin Whale,2,,,,,
bp,725,20.3,1.307496038,11.3,1.053078443,62704.83409,4.797301023,1.31965,0.120458762,Fin Whale,2,,,,,
bp,726,20,1.301029996,11.3,1.053078443,60464.99799,4.781504043,1.32264,0.121441653,Fin Whale,2,,,,,
bp,727,20,1.301029996,11.3,1.053078443,60464.99799,4.781504043,1.32264,0.121441653,Fin Whale,2,,,,,
bp,728,19.3,1.285557309,11.3,1.053078443,55396.98546,4.743486132,1.32916,0.123577263,Fin Whale,2,,,,,
bp,729,20.85,1.319106059,11.25,1.051152522,66620.81066,4.823609913,1.3081,0.116640946,Fin Whale,2,,,,,
bp,730,20.25,1.306425028,11.25,1.051152522,62052.91108,4.79276216,1.31432,0.118701117,Fin Whale,2,,,,,
bp,731,20,1.301029996,11.25,1.051152522,60197.45375,4.779578122,1.31679,0.11951652,Fin Whale,2,,,,,
bp,732,19.9,1.298853076,11.25,1.051152522,59463.14939,4.774247907,1.31776,0.119836321,Fin Whale,2,,,,,
bp,733,19.75,1.2955671,11.25,1.051152522,58370.13418,4.766190692,1.31918,0.120304058,Fin Whale,2,,,,,
bp,734,19.45,1.288919606,11.25,1.051152522,56214.49251,4.749848294,1.32194,0.121211744,Fin Whale,2,,,,,
bp,735,20.7,1.315970345,11.2,1.049218023,65172.69187,4.814065659,1.30387,0.115234293,Fin Whale,2,,,,,
bp,736,20.5,1.311753861,11.2,1.049218023,63652.3439,4.803814401,1.30594,0.115923224,Fin Whale,2,,,,,
bp,737,20.3,1.307496038,11.2,1.049218023,62149.92405,4.793440602,1.30798,0.116601103,Fin Whale,2,,,,,
bp,738,20.2,1.305351369,11.2,1.049218023,61405.43718,4.788206828,1.30897,0.116929693,Fin Whale,2,,,,,
bp,739,20.1,1.303196057,11.2,1.049218023,60665.43233,4.782941297,1.30996,0.117258035,Fin Whale,2,,,,,
bp,740,20,1.301029996,11.2,1.049218023,59929.90951,4.777643622,1.31094,0.117582815,Fin Whale,2,,,,,
bp,741,19.7,1.294466226,11.2,1.049218023,57750.23325,4.761553743,1.31379,0.118525952,Fin Whale,2,,,,,
bp,742,19.6,1.292256071,11.2,1.049218023,57032.63855,4.756123464,1.31471,0.118829966,Fin Whale,2,,,,,
bp,743,19.15,1.282168778,11.15,1.047274867,53618.48591,4.729314546,1.3128,0.118198568,Fin Whale,2,,,,,
bp,744,20.55,1.312811826,11.15,1.047274867,63744.89857,4.804445434,1.2996,0.113809703,Fin Whale,2,,,,,
bp,745,20.15,1.30427505,11.15,1.047274867,60762.39738,4.783634901,1.30362,0.115151015,Fin Whale,2,,,,,
bp,746,20,1.301029996,11.15,1.047274867,59662.36528,4.775700467,1.30508,0.115637134,Fin Whale,2,,,,,
bp,747,20.53,1.312388949,11.13,1.046495164,63480.00784,4.802636972,1.29747,0.113097325,Fin Whale,2,,,,,
bp,748,20.65,1.314920056,11.11,1.045714059,64270.28276,4.808010211,1.29391,0.111904069,Fin Whale,2,,,,,
bp,749,20.4,1.309630167,11.1,1.045322979,62337.2957,4.794747958,1.2953,0.112370366,Fin Whale,2,,,,,
bp,750,20.2,1.305351369,11.1,1.045322979,60857.17434,4.784311784,1.29729,0.11303707,Fin Whale,2,,,,,
bp,751,20.2,1.305351369,11.1,1.045322979,60857.17434,4.784311784,1.29729,0.11303707,Fin Whale,2,,,,,
bp,752,20.1,1.303196057,11.1,1.045322979,60123.77668,4.779046253,1.29827,0.113365022,Fin Whale,2,,,,,
bp,753,20,1.301029996,11.1,1.045322979,59394.82104,4.773748578,1.29923,0.11368604,Fin Whale,2,,,,,
bp,754,20,1.301029996,11.1,1.045322979,59394.82104,4.773748578,1.29923,0.11368604,Fin Whale,2,,,,,
bp,755,20,1.301029996,11.1,1.045322979,59394.82104,4.773748578,1.29923,0.11368604,Fin Whale,2,,,,,
bp,756,20,1.301029996,11.1,1.045322979,59394.82104,4.773748578,1.29923,0.11368604,Fin Whale,2,,,,,
bp,757,19.7,1.294466226,11.1,1.045322979,57234.60617,4.757658699,1.30206,0.114630997,Fin Whale,2,,,,,
bp,758,19.5,1.290034611,11.1,1.045322979,55816.67298,4.746763946,1.30387,0.115234293,Fin Whale,2,,,,,
bp,759,19.8,1.29666519,11.06,1.043755127,57741.4061,4.761487355,1.29644,0.112752422,Fin Whale,2,,,,,
bp,760,20.35,1.308564414,11.05,1.043362278,61686.47529,4.790189956,1.28996,0.110576244,Fin Whale,2,,,,,
bp,761,20.25,1.306425028,11.05,1.043362278,60949.74821,4.784971916,1.29095,0.110909422,Fin Whale,2,,,,,
bp,762,19.73,1.295127085,11.05,1.043362278,57190.05013,4.757320477,1.29592,0.112578192,Fin Whale,2,,,,,
bp,763,20.02,1.301464073,11.02,1.042181595,59111.13784,4.771669319,1.28968,0.110481965,Fin Whale,2,,,,,
bp,764,20.2,1.305351369,11,1.041392685,60308.91151,4.78038149,1.2856,0.109105864,Fin Whale,2,,,,,
bp,765,20.2,1.305351369,11,1.041392685,60308.91151,4.78038149,1.2856,0.109105864,Fin Whale,2,,,,,
bp,766,20,1.301029996,11,1.041392685,58859.73256,4.769818284,1.28753,0.109757357,Fin Whale,2,,,,,
bp,767,19.7,1.294466226,11,1.041392685,56718.97908,4.753728405,1.29033,0.110700795,Fin Whale,2,,,,,
bp,768,19.6,1.292256071,11,1.041392685,56014.19858,4.748298127,1.29123,0.111003608,Fin Whale,2,,,,,
bp,769,19.6,1.292256071,11,1.041392685,56014.19858,4.748298127,1.29123,0.111003608,Fin Whale,2,,,,,
bp,770,19.5,1.290034611,11,1.041392685,55313.82007,4.742833653,1.29213,0.11130621,Fin Whale,2,,,,,
bp,771,19.2,1.283301229,11,1.041392685,53239.09651,4.726230677,1.29472,0.112175857,Fin Whale,2,,,,,
bp,772,19.1,1.281033367,11,1.041392685,52556.32597,4.720624998,1.29555,0.112454179,Fin Whale,2,,,,,
bp,773,20.24,1.306210508,10.99,1.040997692,60545.76857,4.782083797,1.28404,0.108578553,Fin Whale,2,,,,,
bp,774,19.54,1.290924559,10.96,1.039810554,55391.28526,4.743441442,1.28707,0.109602168,Fin Whale,2,,,,,
bp,775,19.65,1.293362555,10.95,1.039414119,56109.82932,4.749038948,1.28491,0.108872709,Fin Whale,2,,,,,
bp,776,19.6,1.292256071,10.95,1.039414119,55759.58859,4.746319561,1.28536,0.109024781,Fin Whale,2,,,,,
bp,777,20.4,1.309630167,10.9,1.037426498,61214.10119,4.786851477,1.27196,0.104473454,Fin Whale,2,,,,,
bp,778,20.3,1.307496038,10.9,1.037426498,60485.19395,4.781649078,1.27294,0.104807934,Fin Whale,2,,,,,
bp,779,20.1,1.303196057,10.9,1.037426498,59040.46539,4.771149772,1.27487,0.105465902,Fin Whale,2,,,,,
bp,780,20,1.301029996,10.9,1.037426498,58324.64408,4.765852097,1.27582,0.105789406,Fin Whale,2,,,,,
bp,781,19.9,1.298853076,10.9,1.037426498,57613.18474,4.760521883,1.27676,0.106109268,Fin Whale,2,,,,,
bp,782,20.7,1.315970345,10.85,1.035429738,63136.04524,4.800277375,1.26312,0.101444612,Fin Whale,2,,,,,
bp,783,19.75,1.2955671,10.85,1.035429738,56294.75163,4.750467907,1.27228,0.1045827,Fin Whale,2,,,,,
bp,784,19.6,1.292256071,10.85,1.035429738,55250.3686,4.74233518,1.27363,0.10504328,Fin Whale,2,,,,,
bp,785,19.55,1.291146762,10.85,1.035429738,54904.41191,4.739607244,1.27407,0.10519329,Fin Whale,2,,,,,
bp,786,19.25,1.284430734,10.85,1.035429738,52851.46708,4.723057047,1.27665,0.10607185,Fin Whale,2,,,,,
bp,787,18.85,1.275311355,10.85,1.035429738,50174.99484,4.700487336,1.27987,0.107165859,Fin Whale,2,,,,,
bp,788,19.73,1.295127085,10.83,1.034628457,56051.4247,4.748586656,1.27011,0.103841335,Fin Whale,2,,,,,
bp,789,19.35,1.286680969,10.83,1.034628457,53432.76459,4.727807645,1.27345,0.104981898,Fin Whale,2,,,,,
bp,790,19.9,1.298853076,10.8,1.033423755,57084.62342,4.75651914,1.26505,0.102107691,Fin Whale,2,,,,,
bp,791,19.8,1.29666519,10.8,1.033423755,56384.01319,4.751155984,1.26596,0.102419984,Fin Whale,2,,,,,
bp,792,19.2,1.283301229,10.8,1.033423755,52271.11293,4.718261747,1.27118,0.104207051,Fin Whale,2,,,,,
bp,793,19,1.278753601,10.8,1.033423755,50934.72185,4.707013939,1.2728,0.104760167,Fin Whale,2,,,,,
bp,794,18.96,1.277838333,10.76,1.031812271,50481.85329,4.70313529,1.2684,0.103256233,Fin Whale,2,,,,,
bp,795,19.7,1.294466226,10.75,1.031408464,55429.91138,4.743744184,1.261,0.100715087,Fin Whale,2,,,,,
bp,796,19.35,1.286680969,10.75,1.031408464,53038.06273,4.724587653,1.26404,0.101760817,Fin Whale,2,,,,,
bp,797,19.2,1.283301229,10.75,1.031408464,52029.11704,4.716246456,1.26529,0.102190076,Fin Whale,2,,,,,
bp,798,19.5,1.290034611,10.73,1.030599722,53956.11721,4.732040689,1.26041,0.10051184,Fin Whale,2,,,,,
bp,799,20,1.301029996,10.7,1.029383778,57254.46713,4.757809377,1.25241,0.097746527,Fin Whale,2,,,,,
bp,800,19.8,1.29666519,10.7,1.029383778,55861.93899,4.747116006,1.25424,0.098380647,Fin Whale,2,,,,,
bp,801,19.5,1.290034611,10.7,1.029383778,53805.26134,4.730824745,1.25689,0.099297271,Fin Whale,2,,,,,
bp,802,19.4,1.28780173,10.7,1.029383778,53128.266,4.725325642,1.25774,0.099590873,Fin Whale,2,,,,,
bp,803,19.3,1.285557309,10.7,1.029383778,52455.55261,4.719791467,1.25858,0.099880826,Fin Whale,2,,,,,
bp,804,19.2,1.283301229,10.7,1.029383778,51787.12115,4.714221769,1.25941,0.100167137,Fin Whale,2,,,,,
bp,805,19.2,1.283301229,10.7,1.029383778,51787.12115,4.714221769,1.25941,0.100167137,Fin Whale,2,,,,,
bp,806,19.1,1.281033367,10.7,1.029383778,51122.97163,4.70861609,1.26022,0.100446368,Fin Whale,2,,,,,
bp,807,18.7,1.271841607,10.7,1.029383778,48509.19295,4.685824049,1.2633,0.101506496,Fin Whale,2,,,,,
bp,808,18.7,1.271841607,10.7,1.029383778,48509.19295,4.685824049,1.2633,0.101506496,Fin Whale,2,,,,,
bp,809,19.45,1.288919606,10.65,1.027349608,53216.38624,4.72604538,1.25144,0.097410032,Fin Whale,2,,,,,
bp,810,19.2,1.283301229,10.65,1.027349608,51545.12525,4.712187599,1.25352,0.098131268,Fin Whale,2,,,,,
bp,811,18.75,1.273001272,10.65,1.027349608,48603.98089,4.686671841,1.25703,0.099345643,Fin Whale,2,,,,,
bp,812,19.9,1.298853076,10.6,1.025305865,56027.50076,4.74840125,1.24162,0.0939887,Fin Whale,2,,,,,
bp,813,19.9,1.298853076,10.6,1.025305865,56027.50076,4.74840125,1.24162,0.0939887,Fin Whale,2,,,,,
bp,814,19.3,1.285557309,10.6,1.025305865,51965.3138,4.715713554,1.24682,0.09580376,Fin Whale,2,,,,,
bp,815,19.2,1.283301229,10.6,1.025305865,51303.12936,4.710143857,1.24764,0.09608929,Fin Whale,2,,,,,
bp,816,19.1,1.281033367,10.58,1.024485668,50549.62989,4.70371798,1.24608,0.095545926,Fin Whale,2,,,,,
bp,817,19.75,1.2955671,10.55,1.02325246,54738.21472,4.738290629,1.2371,0.092404807,Fin Whale,2,,,,,
bp,818,19.55,1.291146762,10.55,1.02325246,53386.31757,4.727429966,1.23884,0.09301522,Fin Whale,2,,,,,
bp,819,19.25,1.284430734,10.55,1.02325246,51390.13619,4.710879769,1.24135,0.093894249,Fin Whale,2,,,,,
bp,820,19.2,1.283301229,10.55,1.02325246,51061.13347,4.708090451,1.24175,0.094034169,Fin Whale,2,,,,,
bp,821,19.2,1.283301229,10.55,1.02325246,51061.13347,4.708090451,1.24175,0.094034169,Fin Whale,2,,,,,
bp,822,18.7,1.271841607,10.53,1.022428371,47738.48615,4.678868643,1.24323,0.094551481,Fin Whale,2,,,,,
bp,823,20.22,1.305781151,10.52,1.02201574,57816.7703,4.762053828,1.22931,0.089661414,Fin Whale,2,,,,,
bp,824,19.7,1.294466226,10.5,1.021189299,54140.84367,4.733525019,1.23168,0.090497889,Fin Whale,2,,,,,
bp,825,19.3,1.285557309,10.5,1.021189299,51475.07499,4.711596988,1.23506,0.091688056,Fin Whale,2,,,,,
bp,826,19,1.278753601,10.5,1.021189299,49519.86846,4.694779482,1.23744,0.09252415,Fin Whale,2,,,,,
bp,827,18.53,1.267875419,10.48,1.020361283,46444.11121,4.666930656,1.23853,0.092906531,Fin Whale,2,,,,,
bp,828,18.9,1.276461804,10.45,1.01911629,48643.79135,4.687027417,1.23231,0.090719973,Fin Whale,2,,,,,
bp,829,18.75,1.273001272,10.45,1.01911629,47691.23007,4.678438524,1.23342,0.091110986,Fin Whale,2,,,,,
bp,830,18.45,1.26599637,10.45,1.01911629,45814.33531,4.66100139,1.23553,0.091853295,Fin Whale,2,,,,,
bp,831,19,1.278753601,10.4,1.017033339,49048.25067,4.690623523,1.22566,0.088370013,Fin Whale,2,,,,,
bp,832,18.7,1.271841607,10.4,1.017033339,47149.12212,4.673473611,1.22788,0.089155926,Fin Whale,2,,,,,
bp,833,17.65,1.24674471,10.4,1.017033339,40797.14585,4.610629781,1.23435,0.091438321,Fin Whale,2,,,,,
bp,834,18.6,1.269512944,10.35,1.01494035,46300.72803,4.66558782,1.22268,0.087312808,Fin Whale,2,,,,,
bp,835,19.65,1.293362555,10.25,1.010723865,52522.89959,4.720348694,1.20277,0.080182587,Fin Whale,2,,,,,
bp,836,20.15,1.30427505,10.25,1.010723865,55857.80925,4.747083899,1.1984,0.0786018,Fin Whale,2,,,,,
bp,837,18.75,1.273001272,10.23,1.009875634,46687.20418,4.669197867,1.20745,0.081869156,Fin Whale,2,,,,,
bp,838,18.25,1.261262869,10.2,1.008600172,43517.37918,4.638662732,1.20725,0.081797214,Fin Whale,2,,,,,
bp,839,20.37,1.308991029,10.12,1.005180513,56630.19326,4.753048044,1.18121,0.072327115,Fin Whale,2,,,,,
bp,840,18.7,1.271841607,10.1,1.004321374,45789.05129,4.660761645,1.19246,0.07644382,Fin Whale,2,,,,,
bp,841,18.5,1.267171728,10.1,1.004321374,44579.69645,4.649137107,1.19382,0.07693885,Fin Whale,2,,,,,
bp,842,17.9,1.252853031,10.1,1.004321374,41048.63589,4.613298729,1.19745,0.078257388,Fin Whale,2,,,,,
bp,843,18.85,1.275311355,10.05,1.002166062,46475.45605,4.66722366,1.1855,0.073901558,Fin Whale,2,,,,,
bp,844,18.15,1.258876629,10.05,1.002166062,42291.82104,4.626256386,1.1901,0.075583455,Fin Whale,2,,,,,
bp,845,18.5,1.267171728,10,1,44138.31332,4.644815733,1.182,0.072617477,Fin Whale,2,,,,,
bp,846,18,1.255272505,9.95,0.997823081,41008.81802,4.612877252,1.17911,0.071554323,Fin Whale,2,,,,,
bp,847,17.3,1.238046103,9.9,0.995635195,36917.27764,4.567229668,1.17655,0.070610388,Fin Whale,2,,,,,
bp,848,16.85,1.226599905,9.85,0.99343623,34347.63608,4.535896853,1.17214,0.068979487,Fin Whale,2,,,,,
bp,849,18.5,1.267171728,9.75,0.989004616,43034.85549,4.633820349,1.15245,0.061622092,Fin Whale,2,,,,,
bp,850,18.9,1.276461804,9.7,0.986771734,45152.61015,4.654682861,1.14387,0.05837667,Fin Whale,2,,,,,
bp,851,17.1,1.23299611,9.7,0.986771734,35118.70369,4.545538477,1.15352,0.062025129,Fin Whale,2,,,,,
bp,852,16.77,1.224533063,9.67,0.985426474,33312.23143,4.522603725,1.15094,0.061052684,Fin Whale,2,,,,,
bp,853,18.35,1.263636069,9.65,0.984527313,41737.00493,4.620521281,1.14155,0.057494938,Fin Whale,2,,,,,
bp,854,17.9,1.252853031,9.65,0.984527313,39219.73627,4.593504669,1.1441,0.058463986,Fin Whale,2,,,,,
bp,855,18,1.255272505,9.6,0.982271233,39566.29678,4.597325404,1.13764,0.056004854,Fin Whale,2,,,,,
bp,856,18.05,1.256477206,9.6,0.982271233,39842.62322,4.600347924,1.13737,0.055901769,Fin Whale,2,,,,,
bp,857,17.8,1.250420002,9.6,0.982271233,38470.59536,4.585128907,1.13868,0.056401693,Fin Whale,2,,,,,
bp,858,17.15,1.234264124,9.55,0.980003372,34833.32041,4.541994875,1.13551,0.055190963,Fin Whale,2,,,,,
bp,859,17.1,1.23299611,9.55,0.980003372,34575.63096,4.538770114,1.13568,0.055255978,Fin Whale,2,,,,,
bp,860,17.2,1.235528447,9.5,0.977723605,34908.23773,4.542927925,1.12939,0.052843938,Fin Whale,2,,,,,
bp,861,17.15,1.234264124,9.5,0.977723605,34650.947,4.539715108,1.12956,0.052909305,Fin Whale,2,,,,,
bp,862,17.6,1.245512668,9.4,0.973127854,36611.29713,4.563615116,1.11589,0.047621386,Fin Whale,2,,,,,
bp,863,17.4,1.240549248,9.4,0.973127854,35568.51645,4.551065751,1.11674,0.047952072,Fin Whale,2,,,,,
bp,864,17.15,1.234264124,9.4,0.973127854,34286.20019,4.535119357,1.11767,0.048313594,Fin Whale,2,,,,,
bp,865,16.75,1.224014811,9.35,0.970811611,32111.67614,4.506662975,1.1129,0.046456142,Fin Whale,2,,,,,
bp,866,17.45,1.241795431,9.35,0.970811611,35637.22757,4.55190391,1.1106,0.045557669,Fin Whale,2,,,,,
bp,867,16.5,1.217483944,9.35,0.970811611,30896.98325,4.489916077,1.11341,0.046655118,Fin Whale,2,,,,,
bp,868,16.05,1.205475037,9.35,0.970811611,28769.46776,4.458931827,1.11387,0.046834507,Fin Whale,2,,,,,
bp,869,17.7,1.247973266,9.3,0.968482949,36743.2414,4.565177466,1.10356,0.042795951,Fin Whale,2,,,,,
bp,870,17.65,1.24674471,9.25,0.966141733,36285.92299,4.559738175,1.09786,0.040546962,Fin Whale,2,,,,,
bp,871,17.2,1.235528447,9.25,0.966141733,33989.59989,4.531346052,1.09967,0.041262377,Fin Whale,2,,,,,
bp,872,15.4,1.187520721,9.25,0.966141733,25553.89707,4.407457141,1.10142,0.041952958,Fin Whale,2,,,,,
bp,873,16.88,1.227372442,9.23,0.965201701,32332.20473,4.50963532,1.09828,0.040713075,Fin Whale,2,,,,,
bp,874,17.1,1.23299611,9.2,0.963787827,33308.46124,4.52255457,1.09406,0.03904114,Fin Whale,2,,,,,
bp,875,17,1.230448921,9.2,0.963787827,32814.73181,4.516068859,1.09437,0.039164179,Fin Whale,2,,,,,
bp,876,16.9,1.227886705,9.2,0.963787827,32324.68406,4.509534289,1.09466,0.039279249,Fin Whale,2,,,,,
bp,877,16.65,1.221414238,9.2,0.963787827,31115.67197,4.492979184,1.09527,0.039521192,Fin Whale,2,,,,,
bp,878,16.2,1.209515015,9.2,0.963787827,28997.43649,4.462359606,1.09592,0.039778853,Fin Whale,2,,,,,
bp,879,16.8,1.225309282,9.15,0.961421094,31665.28364,4.500583383,1.08897,0.037015916,Fin Whale,2,,,,,
bp,880,16.8,1.225309282,9.15,0.961421094,31665.28364,4.500583383,1.08897,0.037015916,Fin Whale,2,,,,,
bp,881,16.7,1.222716471,9.15,0.961421094,31185.22251,4.493948847,1.08921,0.03711162,Fin Whale,2,,,,,
bp,882,17.6,1.245512668,9.1,0.959041392,35442.85148,4.549528655,1.08028,0.033536336,Fin Whale,2,,,,,
bp,883,17,1.230448921,9.1,0.959041392,32458.04995,4.511322424,1.08248,0.034419881,Fin Whale,2,,,,,
bp,884,16.8,1.225309282,9.1,0.959041392,31492.2493,4.498203681,1.08302,0.034636477,Fin Whale,2,,,,,
bp,885,16.35,1.213517757,9.1,0.959041392,29372.45698,4.467940276,1.08386,0.034973189,Fin Whale,2,,,,,
bp,886,16.25,1.210853365,9.05,0.956648579,28752.55267,4.458676408,1.07801,0.03262279,Fin Whale,2,,,,,
bp,887,16.8,1.225309282,9,0.954242509,31146.18063,4.493404798,1.07112,0.029838129,Fin Whale,2,,,,,
bp,888,16.6,1.220108088,9,0.954242509,30205.3997,4.480084587,1.07156,0.030016494,Fin Whale,2,,,,,
bp,889,16.78,1.224791956,8.98,0.953276337,30982.45101,4.491115772,1.06879,0.028892382,Fin Whale,2,,,,,
bp,890,17.4,1.240549248,8.95,0.951823035,33865.76832,4.529760933,1.06328,0.026647645,Fin Whale,2,,,,,
